id,reference,distilbart_summary,textrank_summary
578933f933255e7e22695c68f7e544dbc749dae3,"Terry Cooper, 79, said a badger the size of a large pig burst through hedge . The pensioner from Somerset said his Jack Russell dragged him indoors . Fears he may have been attacked by the badger if his pet hadn't been there ."," Terry Cooper, 79, was enjoying the sunshine in his garden with his dog Sam . The huge animal burst through a hedge with two cubs with six-inch teeth . Mr Cooper said his dog dragged him back indoors and fears he could have been attacked . National Farmers' Union has issued advice for residents on protecting their property from","Shocked: Pensioner Terry Cooper said the huge badger burst through a hedge with two cubs (stock image) Mr Cooper spotted the huge badger while sitting in his garden in the sunshine with his Jack Russell Sam . 'If I hadn't have had my dog there, the badger could have had me.' Following the scare, the National Farmers' Union has issued advice for residents on protecting their property from invading badgers (stock photo) He has covered the gap in his hedge with two pieces of metal and a bag of compost. Following the scare, the National Farmers' Union has issued advice for residents on protecting their property from invading badgers."
0814a342a56d75da7853c273a1d69f7222f01846,"Kabul faces uncertain future as NATO presence -- and the money that came with it -- fades away . Interpreters are out of work, NATO trucks sit idle on roads, restaurants are empty ."," The U.S. Embassy and NATO declined to comment for this story . It is a city transformed, swollen in size but shrunken in scope, anxiously awaiting what comes next . The city's population is five times what it was when NATO arrived here .","I am living in a market, in one of the empty shops."" Another adds: ""My family, everybody, give up on me, they are nervous."" A third man -- all requested anonymity -- says: ""Right now I sleep here, on the street, in this mosque area."" ""We are in prison in Afghanistan,"" a fourth says. Drive out east -- past the women in burqas who sit on road bumps, holding their children, hoping drivers will slow enough to throw them change -- and you see roads lined with the detritus of America's war here. Further down the road too are more winners-turned-losers of the NATO presence here."
f392915003cfbb198462fe53a00f8d1b784940ef,"Chef Sam Longhurst of Splendid Kitchen Manchester created the burger . The 10-inch tall Whole Damn Farm burger weighs half a kilogram . Two beef burgers, chicken thigh, pulled pork, bacon, ham and bacon jam ."," The Whole Damn Farm is the creation of Sam Longhurst, head chef of Splendid Kitchen, Manchester . He devised the mega meal after he was challenged by diners to create a burger containing three kinds of meat . Two beef burgers weighing 220g, a layer of homemade bacon jam, 100g of ham chunks and a whole","The Whole Damn Farm burger features two beef burgers, homemade bacon jam, ham chunks, a whole chicken thigh, barbequed pulled pork and bacon rashers . The monstrous meat feast has two beef burgers weighing 220g, a layer of homemade bacon jam, 100g of ham chunks and a 150g whole battered and fried chicken thigh. With a meat equivalent of six Big Macs the burger was created after a customer presented with the restaurant's 'Cow & Chicken' burger - a feast in its own right - remarked, 'It's almost the whole damn farm.' Mr Longhurst said: 'We are always up for a challenge and when a customer seemed disappointed by a burger that only contained beef and chicken, we knew we had to take it one step further."
1699cfcf49de1f7b02ea39e985a005afa835e957,"Robby Mook, Hillary Clinton's soon-to-be campaign manager, distributes a ""values statement"" The memo maintains that the campaign must remain humble, disciplined and united .","Hillary Clinton's campaign-in-waiting meeting was held Saturday in Brooklyn, a source says . Clinton's soon-to-be campaign manager distributed a ""values statement"" at the meeting . The document says the campaign will try to avoid mistakes that plagued Clinton's failed 2008 run .","The campaign's purpose, the document states, is ""to give every family, every small business, and every American a path to lasting prosperity by electing Hillary Clinton the next President of the United States."" The document makes clear that the campaign will try to avoid mistakes that plagued Clinton's failed 2008 run. The memo maintains that the campaign must remain humble, disciplined and united, something voters in Iowa and others states have said Clinton did not do in 2008. ""This campaign is not about Hillary Clinton and not about us,"" reads the document that was obtained by CNN."
7bb9b99722b6022f591bedf7be8c9b7230d61fc3,President Michelle Bachelet signs law that will take effect in six months . Chile joins several other South American nations that allow the unions ., The new law will take effect in six months . It will give legal weight to cohabiting relationships between two people of the same sex and between a man and a woman .,"(CNN)Civil unions between people of the same sex will soon be recognized in Chile. The country joined several of its South American neighbors in allowing the unions when President Michelle Bachelet enacted a new law on Monday. But marriage between people of the same sex is legal only in Argentina, Brazil and Uruguay."
e79adc659be81f02e9b4109aa1e31c350520f63a,Jack Wilshere captained Arsenal Under 21s against Reading Under 21s . Gunners first team players Abou Diaby and Serge Gnabry also featured . Niall Keown scored with a header for the Royals after only eight minutes ., Jack Wilshere made his long-awaited comeback from injury in Arsenal U21's 1-0 defeat by Reading . Former Arsenal defender Martin Keown's son Niall scored the eventual winner for the visitors . Wilsheres was joined by Serge Gnabry and long-term absentee Abou Diaby who managed to last,"Jack Wilshere continued his return from injury to captain Arsenal Under 21s, but could not prevent a 1-0 defeat by Reading's youngsters at the Emirates Stadium. Jack Wilshere made his long-awaited comeback from injury in Arsenal U21's 1-0 defeat by Reading . Another long-term Arsenal absentee Abou Diaby (left) continued his own return from injury ."
13bcc22f88ef15f46a641fdf530709555b142599,"Photographer Rhiannon Taylor, 29, created the review site, In Bed With . The Australian gets paid to visit, review and photograph the best hotels . She aims to promote the unusual aspects such as biggest bed or best pies ."," Rhiannon Taylor, 29, from Australia has turned her photography skills and penchant for globetrotting into a business . The prolific Instgrammer has more than 12,000 followers on Instagram . She has travelled the world from Indonesia to the US and Mexico to document great hotels . The Melbourne-based photographer also works with","Dream job: Rhiannon Taylor travels the world reviewing beds, pools and room service . She writes about everything form the best pies to the biggest beds and has travelled the world from Indonesia to the US and Mexico to document great hotels. 'Social media really catapulted my site to the world."
cd95912d4f96cfc576c146cc507a4e108cac0cc5,Romanian company MB Telecom revealed the Roboscan 2M Aeria . It uses a cone of radiation to sweep across planes and look inside . The device is accurate enough to find a filament in a light bulb . But the radiation it emits is not safe for passengers yet ., The Roboscan 2M Aeria is being developed by Romanian company MB Telecom . It uses a cone of radiation to sweep across planes and look inside . The device is accurate enough to find a filament in a light bulb . But the radiation it emits is not safe for humans to be in the plane when it is operated .,"The first is the operating truck, from which an operator can use the system and look inside the plane. By firing X-rays out of the arm, a cone of radiation sweeps over the plane. The first is the operating truck (shown), from which an operator can use the system and look inside the plane ."
183c4658255d2c5d2b5ef634a613471bb7504e17,"The MoD accidentally published information on Falklands RAF base online . Mount Pleasant aerodrome is home to four Eurofighter Typhoon jets . Argentina is considering leasing 12 Sukhoi SU-24 bombers from Russia . The supersonic attack aircraft can carry 3,000kg of bombs 650 miles ."," The Aerodrome Manual was accidentally uploaded onto a public section of the MoD's website . It has the exact GPS co-ordinates of vital facilities as well as information on the depth of concrete on the runway . The details could be used as 'an invasion guide' by Argentina, with the technical information providing excellent intelligence to","The details could be used as 'an invasion guide' by Argentina, with the technical information providing excellent intelligence to any Argentine bombers sent to attack the islands. The Falklands Islands are defended by a squadron of RAF Typhoon aircraft operating from Mount Pleasant aerodrome on West Falkland, supported by a refueling tanker to extend their operational area . The Cold War-era jet has a maximum range of 650 miles - which means it could attack the Falklands Islands and return to Argentina without the need to refuel."
f11efd6ffa4277600d300a4027bd59084ac4d748,"Nitrogen gas causes a quick loss of consciousness and then death from lack of oxygen, Oklahoma says . The state's executions are on hold while the U.S. Supreme Court reviews the state's use of lethal injections .",Oklahoma Gov. Mary Fallin signed a bill on Friday that would allow the state to perform executions with nitrogen gas if lethal injection is ruled unconstitutional or unavailable . CNN affiliate KFOR says it's never been used in an execution in the United States .,"Nitrogen causes a quick loss of consciousness and then death from lack of oxygen, Fallin's office said in a press release. Fallin reaffirmed her support for the death penalty. The bill I signed today gives the state of Oklahoma another death penalty option that meets that standard."" The governor's office said the first alternative for execution is lethal injection, followed by nitrogen gas, the electric chair and the firing squad."
97cc574a1ca3cb7eba3673908fd9d86ce6c670cd,"Sam Barton had £55,000 of plastic surgery including two NHS operations . 22-year-old says trolls traced him online then egged him in the street . Celebrity wannabe says abuse over his appearance forced him to move . But he has also gone bankrupt financing cosmetic surgery and partying ."," Sam Barton, 22, has had £55,000 of cosmetic surgery to look like Joey Essex . He was attacked by a group of men who pelted him with eggs from a car on Easter Monday . He believes the culprits tracked him down using his Facebook posts and then attacked him in the street . The 22-year-","Attack: Sam Barton, who has had £55,000 of cosmetic surgery to look like Joey Essex, was egged on Easter Monday (pictured) 'Britain's vainest man' who had taxpayer-funded plastic surgery  to look like reality star Joey Essex said today he is being bullied online by a gang who have now  thrown eggs in his face. Spending: Barton has spent £20,000 on treatment for his teeth, around £5,000 on Botox, £2,000 on waxing and £2,500 on tanning treatment. He has spent £20,000 on treatment for his teeth, around £5,000 on Botox, £2,000 on waxing and £2,500 on tanning treatment."
a4ba204692edde9fcf23d1748b6e0fdd926e42a1,David Cameron will pledge to sell Lloyds shares if he wins the election . Government hold shares after Labour's £20billion bailout in 2008 . The £4billion sale would be the biggest privatisation since the 1980s .," David Cameron will launch a multi-billion pound sale of Lloyds Bank shares if he wins the Election . Individuals will be allowed to buy up to £10,000 worth of shares worth 78.7p when the stock market closed on Friday . It is the latest ‘retro’ Conservative policy to hark back",David Cameron will launch a multi-billion pound sale of Lloyds Bank shares if he wins the Election – in what would be the largest privatisation bonanza since the Thatcher era. The Prime Minister will today pledge that if he is returned to Downing Street he will offer the public £4 billion of Lloyds shares still held by the Government after Gordon Brown’s £20 billion panic bailout with taxpayers’ money during the 2008 economic crisis. David Cameron will launch a multi-billion pound sale of Lloyds Bank shares if he wins the Election .
ddb31c6eda445db91a0e859a59412df0cd8d056c,"Imam Abdul Hadi Arwani called to a building job in the area he was killed . Possible client appeared to back off when Arwani arrived with his son . Anti-Assad activist found in the area days later, victim of a professional hit . Police look at personal and financial ties as possible motivation for killing ."," Abdul Hadi Arwani, 48, was shot and killed in his car on a quiet street in North West London . He was apparently called to a job in the area he was killed days before his death . The imam, who had links to the Muslim Brotherhood in the UK and abroad, was killed with his son","One Syrian opposition activist has said despite Arwami’s standing and his participation in protests against the Assad regime in London in 2012 (pictured) the imam was an unlikely target for assassination . One Syrian opposition activist has said despite Arwani’s standing and his participation in protests against the Assad regime in London in 2012 the imam was an unlikely target for assassination. Imam: Mr Arwani was a preacher at the An-Noor Mosque (pictured) in Acton, West London, which has a reputation for hosting fundamentalist speakers ."
18f7505fa80eaa981a2f52fbb96fcea5908cd4ee,"Paulo Dybala is being tracked by Manchester United, Chelsea and Arsenal . Inter Milan, Juventus and Paris Saint-Germain are among others interested . Inter boss Roberto Mancini was spotted at the Palermo match on Sunday . Palermo president Maurizio Zamparini is demanding £36m from PSG . READ: Dybala says he would love a Serie A stay ."," Palermo president Maurizio Zamparini has slapped a €50million (£36m) price tag on Paulo Dybala . Manchester United, Chelsea, Arsenal, Inter Milan, Juventus and Paris Saint-Germain are all interested in the Argentine . Inter Milan boss Roberto Mancini was spotted at","Palermo president Maurizio Zamparini has slapped a €50million (£36m) price tag on Paulo Dybala, telling Paris Saint-Germain they will have to spend big to sign the 'new Lionel Messi'. Palermo president Maurizio Zamparini has slapped a €50million (£36m) price tag on Paulo Dybala . Dybala is wanted by Manchester United, Chelsea, Arsenal, Inter Milan, Juventus and Paris Saint-Germain ."
4511bb7f000f7781a94fd4ee9acc88b65a984cd6,"Newcastle boss John Carver is relishing the chance to take charge of his hometown club against Sunderland in the Wear-Tyne Derby . Carver has been part of the coaching staff for previous Newcastle managers Alan Pardew, Sir Bobby Robson and Ruud Gullit . He was Gullit's assistant when Newcastle were beaten 2-1 by Sunderland after the Dutchman benched  Alan Shearer and Duncan Ferguson . Carver insists that he will not make the same mistakes as his predecessor .", John Carver is relishing the chance to take charge of his hometown club against Sunderland on Sunday . Carver was assistant to Ruud Gullit who managed Newcastle between 1998 and 1999 . The Dutchman left out Alan Shearer and Duncan Ferguson and paid for his selection with his job after a 2-1 defeat .,"His first in the dugout was as assistant to Ruud Gullit in August, 1999, when on a sodden night at St James' Park the Dutchman left out Alan Shearer and Duncan Ferguson and paid for his selection with his job after a 2-1 defeat. 'He said he was going to leave out Alan and Duncan. At the end of the day, it's all about getting the win.' Carver was also assistant manager to Alan Pardew, who lost four successive games against Sunderland ."
eeafdc8b2d8130cabda5aafe352eab1198d0b9f8,Singing the national anthem is a risky proposition . Whitney Houston nailed it; Roseanne Barr destroyed it .," Mötley Crüe's Vince Neil reminded us of the dangers of tackling ""The Star-Spangled Banner"" The late Whitney Houston set the modern standard for the national anthem at Super Bowl XXV .","Just ask Vince, Whitney, Roseanne, Jimi and Michael. To say Neil butchered the song before the Las Vegas Outlaws Arena Football League game would be unkind to those in the profession. Guitar slinger Jimi Hendrix inflamed mainstream America with his psychedelic take on the national anthem to the delight of the Woodstock generation."
411a41cc74e2baa5a8cb1540f958b177a007d34d,"Andreas Christopheros was left fighting for his life when corrosive liquid was thrown in his face outside his Truro, Cornwall, home on December 9 . Nicole Phillips, 45, from Hastings, has been charged with perverting the course of justice and will appear at magistrates' in Bodmin on April 30 . Husband David Phillips, 48, had already been charged over the attack . Has denied grevious bodily harm with intent and will stand trial in June ."," Andreas Christopheros, 29, was left fighting for his life when corrosive liquid was thrown in his face . Nicole Phillips, 45, from Hastings in East Sussex, has been charged with perverting the course of justice . Her husband David Phillips, 48, had already been charged. He pleaded not guilty to the charge and was rem","Andreas Christopheros, 29, was left fighting for his life when corrosive liquid was thrown in his face . Property developer Andreas Christopheros, 29, was left fighting for his life when corrosive liquid was thrown in his face outside his home in Truro, Cornwall. Mr Christopheros' property  in Truro (pictured) was cordoned off after he was attacked outside it in December ."
0af9b1f2ad78c63e8f5b4fbee0bd58065fdf0bab,Dustin Irons was appearing in court via video-link on a large TV screen . Indecently exposed himself when he was unhappy with court proceedings . Unamused judge added 30 days to his sentence for the lewd gesture .," Dustin Irons was appearing over video-link to a court in Oregon when he managed to pull down his pants for the lewd gesture . The outraged judge sentenced him to an extra 30 days in jail for contempt of court . Irons, 26, has been in prison since December after he was arrested for trashing a hotel room and assaulting","The outraged judge sentenced him to an extra 30 days in jail for contempt of court. The unamused judge added an extra 30 days onto Irons' detention . Irons appeared in the hearing via a video-link from Umatilla County Jail, with his image shown on a large TV to the courtroom."
2c05ddcc2bf50bd20dfc8c16f124d32867075b32,"B.B King is now out of the hospital and back at home . Bluesman suffered from dehydration and exhaustion after a 2014 show in Chicago . B.B. is short for Blues Boy, part of the name he used as a Memphis disc jockey ."," ""I'm feeling much better and am leaving the hospital today,"" B.B. King's dehydration was caused by his Type II diabetes, but he ""is much better,"" his daughter says . No more information on King's condition or where he was hospitalized was immediately available .","King was hospitalized for dehydration, though the ailment didn't keep him out for long. King's dehydration was caused by his Type II diabetes, but he ""is much better,"" his daughter, Claudette King, told the Los Angeles Times. It became a custom-made signature model named Lucille, manufactured exclusively for the ""King of the Blues."" Some of his hits include ""The Thrill Is Gone,"" which won him his first Grammy in 1970, ""There Must be a Better World Somewhere"" and ""When Love Comes to Town,"" a collaboration with U2."
17a4fab8b6b1ca439c742ef9bc7af6c7e7cd741b,"A powerful storm capsized several sailboats participating in a regatta, and crews searched for at least four people missing in the waters . Dauphin Island Mayor Jeff Collier said that at least one person was confirmed dead, but he did not know the cause . 'It's been a very tragic day,' Michael Smith, with the Buccaneer yacht club . The identities of those who are dead and missing have not yet been revealed ."," More than 100 sailboats and as many as 200 people were participating in the Dauphin Island regatta in Mobile Bay, Alabama, on Saturday . The storm rolled through the area about 4 p.m. and a man was plucked from the waters by the Coast Guard . At least one person was confirmed dead, but","At least one is dead after a powerful storm capsized several sailboats participating in a regatta, and crews searched late on Saturday for at least four people missing in the waters, the Coast Guard said. It was a wide area,' said Dauphin Island Mayor Jeff Collier . It was a wide area,' said Dauphin Island Mayor Jeff Collier."
0fa90fcb33fbd4e3247192a1bf527b72ae7075f0,Reading are 18th in the Championship while Birmingham City sit in 15th . Clayton Donaldson's 83rd minute header secured the three points . The FA Cup semi-finalists dominated possession but were made to pay ., Clayton Donaldson scored a late winner for Birmingham City as they beat Reading 1-0 . Reading were involved in a dramatic 2-1 defeat against Arsenal in the last four of the FA Cup on Saturday . Reading lost their second game in as many matches as their poor form continues .,"Clayton Donaldson (left) scored a late headed winner for Birmingham City as his side defeated Reading 1-0 . READING: Federici, Gunter, Cooper, Hector, Ake, McCleary (Appiah 63), Karacan, Chalobah, Obita, Mackie (Stacey 63), Blackman (Novakovich 81) Subs not used: Kelly, Norwood, Akpan, Andersen . Birmingham threatened only rarely, Paul Caddis blazing over from a Diego Fabbrini cross, which Donaldson had missed, and Jonathan Grounds heading straight at Federici from a Caddis corner."
c01094cd248d46d04d3dd47fafde7025b13a500a,"Samantha Rawcliffe, lost control of her body and crashed her car last May . Days later she lost control of her bladder and was shaking uncontrollably . In September doctors diagnosed her with functional neurological disorder . She is incontinent and confined to her house unable to walk or drive ."," Samantha Rawcliffe, 40, from Morecambe, lost all control of her body while behind the wheel of her car . She blamed her uncontrollable shaking in the aftermath of the accident on her shock . The mother-of-two has been diagnosed with the rare illness functional neurological disorder . It is an umbrella term for a variety of","Gripped by what would later be diagnosed as a rare brain disorder, the 40-year-old crashed. Samantha Rawcliffe, 40, from Morecambe, has been diagnosed with the rare condition functional neurological disorder - an umbrella term to cover a range of neurological symptoms . 'When I was told I had FND, I didn't even know what  it was and it just isn't out there, it's so rare.' Following her accident on May 26, last year, Mrs Rawcliffe was taken to the Royal Preston Hospital to meet neurologists."
